Url;StatusCode
http://www.myfilmix.ru;200
http://lfiles.net;-1
http://www.allrip.net;200
http://toosoft.ru;200
http://acersoft.ru;200
http://www.samoylenko.info;200
http://allgraf.pp.ua;200
http://ksa2.ws;200
http://video-online.com.ua;200
http://softsok.com;-1
http://jfilms.ru;200
http://goldplay.com.ua;-1
http://www.pofig.com;200
http://drwares.net;-1
http://yspex.com.ua;-1
http://moywarez.biz;-1
http://oborvalo.biz;-1
http://laguz.biz;-1
http://www.mastersoft.dp.ua;-1
http://wrzz.org.ua;-1
http://dubka.net;-1
http://wsya4ina.com;-1
http://bezpaleva.ru;-1
http://smart.trubka.ua;-1
http://alt-soft.info;-1
http://my-soft-blog.net;200
http://www.saitok.net;200
http://stalker.mk.ua;-1
http://2all.kiev.ua;200
http://installof.net;-1
http://epidemz.net;200
http://www.maicro-soft.com;200
http://www.armportal.ru;200
http://www.os9.ru;200
http://unlim.kiev.ua;-1
http://thevip.ws;200
http://templat.net;200
http://www.janchyk.com;200
http://nokia-funclub.net;-1
http://soft.freetheme.org;-1
http://nokia.freetheme.org;-1
http://ru.240x320.de;-1
http://smart-soft.org.ua;-1
http://yourwasteland.com;200
http://softoman.in;-1
http://winstyle.org;200
http://hlama.net.ua;-1
http://xitwarez.ru;-1
http://windows7-soft.ru;-1
http://setyp.org.ua;-1
http://apost.org.ua;-1
http://personality.ds8.ru;200
http://55mb.net;200
http://viennaos.net;200
http://otmakhov.org.ua;-1
http://ka4alo.net;-1
http://softgate.org.ua;-1
http://morevse.com.ua;-1
http://megafile.in.ua;-1
http://nay4ok.net;-1
http://soft.mobiclub.su;-1
http://gerovital.ru;-1
http://www.mir-soft.com.ua;-1
http://sichkarnya.org.ua;-1
http://freeware-soft.com;200
http://os-7.ru;200
http://www.softbest.info;-1
http://gold-load.com;-1
http://4ua.com.ua;200
http://all-soft.net.ru;200
http://ebazar.com.ua/;200
http://maxisoft.org.ua;200
http://file-loads.ru;200
http://nokia-temy.ru;200
http://sony.freetheme.org;200
http://vasily.net;200
http://vipservic.info;200
http://softomania.org.ua;200
http://top-files.net;200
http://windows7club.ru;200
http://w-mobil.ru;-1
http://uploadex.net;200
http://www.soft-best.net;200
http://fileclub.pp.ua;-1
http://www.oformi.net;200
http://www.softexia.ru;200
http://kinostar.us;200
http://zagruzim.info;-1
http://gomel-sat.net;200
http://funnysoft.com.ua;-1
http://nabiz.in.ua;-1
http://freezona.net;200
http://svew.net;200
http://www.java-trubka.org;-1
http://www.2daynews.net;200
http://sattarov.net;200
http://hyper-soft.ru;200
http://kingmob.kiev.ua;-1
http://gsmzone.com.ua;-1
http://7shop.su;-1
http://gutsoft.net.ua;-1
http://www.cybermob.ru;200
http://video-a.ru;-1
http://theme.mobiclub.su;-1
http://portalwarez.ru;-1
http://www.freetheme.org;200
http://piratski.ru;-1
http://4pda.info;200
http://pc-software.ru;200
http://pcsofta.info;-1
http://www.warebest.com;200
http://www.topse.ru;200
http://telesmart.ru;200
http://bitex.org;200
http://softoshara.net;-1
http://fromsoft.net;-1
http://sevensoft.org.ua;-1
http://ru-admin.net;200
http://www.gomel-sat.net;200
http://razvlekandex.ru;-1
http://progs.ws;200
http://www.vasily.net;200
http://program.if.ua;-1
http://taldon.ru;-1
http://xsmart.com.ua;200
http://xportable.ru;200
http://www.nokiaplanet.com;200
http://newfiles.ru;200
http://sumka.pp.ua;-1
http://www.norrest.com.ua;200
http://www.fromsoft.net;-1
http://softobit.ru;200
http://allthemesnokia.ru;200
http://magiklotto.com.ua;200
http://www.dl4all.com;-1
http://lastportal.ru;200
http://gigosoft.net;-1
http://soft-teleport.net;200
http://letitbit-files.ru;200
http://free-download4u.com;-1
http://www.sanshteyn.ru;200
http://aunas.net;200
http://digitalgrad.com;200
http://softlab-portable.ru;200
http://javabox.net;200
http://ukr-web.org.ua;200
http://rufiles.ru;200
http://dreamsounds.net;200
http://www.azgoth.org;-1
http://jester-soft.org.ua;-1
http://www.100kwt.net;-1
http://www.downturk.info;200
http://soft-warezportal.ru;200
http://www.4pda.com.ua;200
http://softmecto.ru;200
http://www.downarchive.com;200
http://comeoff.ru;200
http://www.portuser.ru;200
http://nokiabest.com;200
